Model,Accuracy,F1 Score,Precision,Recall,ROC,ROC_AUC,cm
"LogisticRegression(class_weight='balanced', max_iter=1000, multi_class='auto')",0.9313835770528684,0.758893280632411,0.64,0.9320388349514565,"(array([0.        , 0.00127226, 0.00254453, 0.00254453, 0.00381679,
       0.00381679, 0.00508906, 0.00508906, 0.00763359, 0.00763359,
       0.00890585, 0.00890585, 0.01017812, 0.01017812, 0.01145038,
       0.01145038, 0.01272265, 0.01272265, 0.01526718, 0.01526718,
       0.01653944, 0.01653944, 0.0178117 , 0.0178117 , 0.02290076,
       0.02290076, 0.02417303, 0.02417303, 0.02671756, 0.02671756,
       0.03053435, 0.03053435, 0.03180662, 0.03180662, 0.043257  ,
       0.043257  , 0.04580153, 0.04580153, 0.05597964, 0.05597964,
       0.0610687 , 0.0610687 , 0.06234097, 0.06234097, 0.06361323,
       0.06361323, 0.0648855 , 0.0648855 , 0.06870229, 0.06870229,
       0.07633588, 0.07633588, 0.09541985, 0.09541985, 0.18575064,
       0.18575064, 0.20992366, 0.20992366, 0.39058524, 0.39058524,
       0.40585242, 0.40585242, 1.        ]), array([0.        , 0.        , 0.        , 0.00970874, 0.00970874,
       0.16504854, 0.16504854, 0.49514563, 0.49514563, 0.50485437,
       0.50485437, 0.51456311, 0.51456311, 0.60194175, 0.60194175,
       0.62135922, 0.62135922, 0.65048544, 0.65048544, 0.66019417,
       0.66019417, 0.66990291, 0.66990291, 0.70873786, 0.70873786,
       0.74757282, 0.74757282, 0.77669903, 0.77669903, 0.82524272,
       0.82524272, 0.85436893, 0.85436893, 0.86407767, 0.86407767,
       0.87378641, 0.87378641, 0.88349515, 0.88349515, 0.89320388,
       0.89320388, 0.90291262, 0.90291262, 0.91262136, 0.91262136,
       0.9223301 , 0.9223301 , 0.93203883, 0.93203883, 0.94174757,
       0.94174757, 0.95145631, 0.95145631, 0.96116505, 0.96116505,
       0.97087379, 0.97087379, 0.98058252, 0.98058252, 0.99029126,
       0.99029126, 1.        , 1.        ]), array([           inf, 9.99923700e-01, 9.99839724e-01, 9.99720607e-01,
       9.99443512e-01, 9.97074213e-01, 9.96899722e-01, 9.81189358e-01,
       9.78782871e-01, 9.77541427e-01, 9.76668203e-01, 9.76265564e-01,
       9.75817058e-01, 9.55825735e-01, 9.50663918e-01, 9.46403644e-01,
       9.39968803e-01, 9.35184039e-01, 9.21278269e-01, 9.20287043e-01,
       9.11290873e-01, 9.03485428e-01, 8.94805904e-01, 8.87019923e-01,
       8.60781982e-01, 8.37712052e-01, 8.34536859e-01, 8.15753051e-01,
       8.08024142e-01, 7.79614928e-01, 7.57770440e-01, 7.41102585e-01,
       7.39391035e-01, 7.36061108e-01, 6.65169221e-01, 6.62421560e-01,
       6.59051212e-01, 6.58416146e-01, 6.26592717e-01, 6.10912322e-01,
       5.94758013e-01, 5.91800158e-01, 5.85495325e-01, 5.79372127e-01,
       5.74911152e-01, 5.51242639e-01, 5.46306254e-01, 5.41353233e-01,
       5.20599846e-01, 4.93117320e-01, 4.35279916e-01, 4.19856464e-01,
       3.45333082e-01, 3.29613045e-01, 1.28487719e-01, 1.23913690e-01,
       1.01991158e-01, 1.01150066e-01, 2.48894951e-02, 2.48291001e-02,
       2.19303083e-02, 2.15036835e-02, 6.49444543e-05]))",0.9732083302453123,"[[0.93129771 0.06870229]
 [0.06796117 0.93203883]]"
LR (Top 10 Features),0.9178852643419572,0.7181467181467182,0.5961538461538461,0.9029126213592232,"(array([0.        , 0.        , 0.00127226, 0.00127226, 0.00254453,
       0.00254453, 0.00381679, 0.00381679, 0.00508906, 0.00508906,
       0.00636132, 0.00636132, 0.00763359, 0.00763359, 0.01017812,
       0.01017812, 0.01145038, 0.01145038, 0.01272265, 0.01272265,
       0.01399491, 0.01399491, 0.01653944, 0.01653944, 0.0178117 ,
       0.0178117 , 0.0216285 , 0.0216285 , 0.02290076, 0.02290076,
       0.02544529, 0.02544529, 0.02798982, 0.02798982, 0.02926209,
       0.02926209, 0.04071247, 0.04071247, 0.04452926, 0.04452926,
       0.04580153, 0.04580153, 0.04707379, 0.04707379, 0.05089059,
       0.05089059, 0.05343511, 0.05343511, 0.05597964, 0.05597964,
       0.05725191, 0.05725191, 0.0648855 , 0.0648855 , 0.06870229,
       0.06870229, 0.06997455, 0.06997455, 0.07251908, 0.07251908,
       0.08015267, 0.08015267, 0.08396947, 0.08396947, 0.10050891,
       0.10050891, 0.12086514, 0.12086514, 0.18320611, 0.18320611,
       0.20992366, 0.20992366, 0.21246819, 0.21246819, 0.2913486 ,
       0.2913486 , 0.61704835, 0.61704835, 1.        ]), array([0.        , 0.00970874, 0.00970874, 0.01941748, 0.01941748,
       0.05825243, 0.05825243, 0.2815534 , 0.2815534 , 0.30097087,
       0.30097087, 0.41747573, 0.41747573, 0.48543689, 0.48543689,
       0.50485437, 0.50485437, 0.53398058, 0.53398058, 0.55339806,
       0.55339806, 0.62135922, 0.62135922, 0.63106796, 0.63106796,
       0.65048544, 0.65048544, 0.66990291, 0.66990291, 0.67961165,
       0.67961165, 0.69902913, 0.69902913, 0.70873786, 0.70873786,
       0.72815534, 0.72815534, 0.74757282, 0.74757282, 0.75728155,
       0.75728155, 0.78640777, 0.78640777, 0.7961165 , 0.7961165 ,
       0.80582524, 0.80582524, 0.81553398, 0.81553398, 0.82524272,
       0.82524272, 0.83495146, 0.83495146, 0.84466019, 0.84466019,
       0.85436893, 0.85436893, 0.86407767, 0.86407767, 0.89320388,
       0.89320388, 0.90291262, 0.90291262, 0.93203883, 0.93203883,
       0.94174757, 0.94174757, 0.95145631, 0.95145631, 0.96116505,
       0.96116505, 0.97087379, 0.97087379, 0.98058252, 0.98058252,
       0.99029126, 0.99029126, 1.        , 1.        ]), array([           inf, 9.99363998e-01, 9.98756729e-01, 9.98580836e-01,
       9.98459110e-01, 9.98268012e-01, 9.98186337e-01, 9.94730601e-01,
       9.93795130e-01, 9.91776702e-01, 9.90233942e-01, 9.80158030e-01,
       9.79369421e-01, 9.73943733e-01, 9.68138565e-01, 9.61668509e-01,
       9.60890404e-01, 9.57340743e-01, 9.57298687e-01, 9.54616131e-01,
       9.53315099e-01, 9.26473952e-01, 9.10685183e-01, 9.01937675e-01,
       8.97813840e-01, 8.89570120e-01, 8.84705580e-01, 8.77399222e-01,
       8.76113983e-01, 8.69393691e-01, 8.64942308e-01, 8.64710976e-01,
       8.62872239e-01, 8.60608978e-01, 8.58378409e-01, 8.49021106e-01,
       7.69327841e-01, 7.63945636e-01, 7.39532166e-01, 7.38804000e-01,
       7.38392954e-01, 7.28543935e-01, 7.27640171e-01, 7.23389896e-01,
       7.06553505e-01, 7.05636642e-01, 6.98608728e-01, 6.98437489e-01,
       6.94358853e-01, 6.89299051e-01, 6.85440702e-01, 6.80403838e-01,
       6.28766927e-01, 6.24657410e-01, 5.91644846e-01, 5.88409293e-01,
       5.85888215e-01, 5.77304366e-01, 5.67786295e-01, 5.61086235e-01,
       5.03984979e-01, 5.01295605e-01, 4.53242845e-01, 4.35775596e-01,
       3.71819735e-01, 3.61323066e-01, 2.93457783e-01, 2.93192400e-01,
       1.86989271e-01, 1.85958752e-01, 1.57742292e-01, 1.56474294e-01,
       1.54129355e-01, 1.52765651e-01, 9.21378684e-02, 9.15501854e-02,
       2.43656504e-02, 2.43610373e-02, 3.70526834e-04]))",0.9641789569900443,"[[0.91984733 0.08015267]
 [0.09708738 0.90291262]]"
LR_Corr (> 0.8),0.9268841394825648,0.749034749034749,0.6217948717948718,0.941747572815534,"(array([0.        , 0.07506361, 1.        ]), array([0.        , 0.94174757, 1.        ]), array([inf,  1.,  0.]))",0.9333419797919909,"[[0.92493639 0.07506361]
 [0.05825243 0.94174757]]"
LR_Augmented (All Features),0.937007874015748,0.7723577235772358,0.6643356643356644,0.9223300970873788,"(array([0.        , 0.00127226, 0.00254453, 0.00254453, 0.00381679,
       0.00381679, 0.00508906, 0.00508906, 0.00763359, 0.00763359,
       0.01017812, 0.01017812, 0.01145038, 0.01145038, 0.01272265,
       0.01272265, 0.01526718, 0.01526718, 0.01653944, 0.01653944,
       0.0178117 , 0.0178117 , 0.01908397, 0.01908397, 0.02035623,
       0.02035623, 0.02798982, 0.02798982, 0.02926209, 0.02926209,
       0.03053435, 0.03053435, 0.03180662, 0.03180662, 0.03435115,
       0.03435115, 0.0394402 , 0.0394402 , 0.043257  , 0.043257  ,
       0.04452926, 0.04452926, 0.04834606, 0.04834606, 0.0610687 ,
       0.0610687 , 0.06615776, 0.06615776, 0.06743003, 0.06743003,
       0.0826972 , 0.0826972 , 0.17302799, 0.17302799, 0.19592875,
       0.19592875, 0.36132316, 0.36132316, 0.47709924, 0.47709924,
       1.        ]), array([0.        , 0.        , 0.        , 0.00970874, 0.00970874,
       0.17475728, 0.17475728, 0.55339806, 0.55339806, 0.57281553,
       0.57281553, 0.58252427, 0.58252427, 0.6407767 , 0.6407767 ,
       0.66990291, 0.66990291, 0.67961165, 0.67961165, 0.69902913,
       0.69902913, 0.73786408, 0.73786408, 0.77669903, 0.77669903,
       0.80582524, 0.80582524, 0.82524272, 0.82524272, 0.83495146,
       0.83495146, 0.84466019, 0.84466019, 0.85436893, 0.85436893,
       0.88349515, 0.88349515, 0.89320388, 0.89320388, 0.90291262,
       0.90291262, 0.91262136, 0.91262136, 0.9223301 , 0.9223301 ,
       0.93203883, 0.93203883, 0.94174757, 0.94174757, 0.95145631,
       0.95145631, 0.96116505, 0.96116505, 0.97087379, 0.97087379,
       0.98058252, 0.98058252, 0.99029126, 0.99029126, 1.        ,
       1.        ]), array([           inf, 9.99958877e-01, 9.99912860e-01, 9.99819573e-01,
       9.99714161e-01, 9.97604975e-01, 9.97542030e-01, 9.79262913e-01,
       9.78581905e-01, 9.76756352e-01, 9.68960537e-01, 9.64854456e-01,
       9.62380172e-01, 9.47497084e-01, 9.44456127e-01, 9.28225314e-01,
       9.26263746e-01, 9.25482800e-01, 9.20745610e-01, 9.15747693e-01,
       9.04944565e-01, 8.73341117e-01, 8.71370483e-01, 8.53200589e-01,
       8.43872169e-01, 8.28654554e-01, 7.77800630e-01, 7.49425535e-01,
       7.38559630e-01, 7.34686700e-01, 7.23368320e-01, 7.18523559e-01,
       7.15413001e-01, 7.06102303e-01, 6.82508249e-01, 6.78570996e-01,
       6.64008204e-01, 6.57494362e-01, 6.46356837e-01, 6.43742364e-01,
       6.31214569e-01, 6.11936750e-01, 5.85850249e-01, 5.80435616e-01,
       5.04346815e-01, 4.98176612e-01, 4.87952428e-01, 4.78485062e-01,
       4.60069792e-01, 4.59757268e-01, 3.58569072e-01, 3.53111616e-01,
       1.12274303e-01, 1.09891205e-01, 9.10412417e-02, 9.03095408e-02,
       2.32859976e-02, 2.30948799e-02, 1.23798027e-02, 1.23424252e-02,
       9.50780801e-05]))",0.9750858469823859,"[[0.9389313 0.0610687]
 [0.0776699 0.9223301]]"
LR_Replacement (Drop Parents),0.9325084364454445,0.7619047619047619,0.6442953020134228,0.9320388349514565,"(array([0.        , 0.00127226, 0.00127226, 0.00254453, 0.00254453,
       0.00381679, 0.00381679, 0.00508906, 0.00508906, 0.00636132,
       0.00636132, 0.00890585, 0.00890585, 0.01017812, 0.01017812,
       0.01145038, 0.01145038, 0.01272265, 0.01272265, 0.01399491,
       0.01399491, 0.01653944, 0.01653944, 0.0178117 , 0.0178117 ,
       0.02035623, 0.02035623, 0.02290076, 0.02290076, 0.02417303,
       0.02417303, 0.02798982, 0.02798982, 0.03053435, 0.03053435,
       0.03307888, 0.03307888, 0.03689567, 0.03689567, 0.03816794,
       0.03816794, 0.0394402 , 0.0394402 , 0.04071247, 0.04071247,
       0.043257  , 0.043257  , 0.05470738, 0.05470738, 0.06743003,
       0.06743003, 0.06870229, 0.06870229, 0.07379135, 0.07379135,
       0.08524173, 0.08524173, 0.15521628, 0.15521628, 0.18193384,
       0.18193384, 0.456743  , 0.456743  , 0.50636132, 0.50636132,
       1.        ]), array([0.        , 0.        , 0.01941748, 0.01941748, 0.06796117,
       0.06796117, 0.16504854, 0.16504854, 0.51456311, 0.51456311,
       0.52427184, 0.52427184, 0.54368932, 0.54368932, 0.57281553,
       0.57281553, 0.63106796, 0.63106796, 0.6407767 , 0.6407767 ,
       0.67961165, 0.67961165, 0.7184466 , 0.7184466 , 0.73786408,
       0.73786408, 0.77669903, 0.77669903, 0.78640777, 0.78640777,
       0.80582524, 0.80582524, 0.81553398, 0.81553398, 0.83495146,
       0.83495146, 0.84466019, 0.84466019, 0.86407767, 0.86407767,
       0.87378641, 0.87378641, 0.89320388, 0.89320388, 0.90291262,
       0.90291262, 0.91262136, 0.91262136, 0.9223301 , 0.9223301 ,
       0.93203883, 0.93203883, 0.94174757, 0.94174757, 0.95145631,
       0.95145631, 0.96116505, 0.96116505, 0.97087379, 0.97087379,
       0.98058252, 0.98058252, 0.99029126, 0.99029126, 1.        ,
       1.        ]), array([           inf, 9.99214446e-01, 9.98911847e-01, 9.98807072e-01,
       9.98198430e-01, 9.97836848e-01, 9.95941199e-01, 9.95805101e-01,
       9.76757890e-01, 9.74486219e-01, 9.73704249e-01, 9.72044129e-01,
       9.71691715e-01, 9.68998865e-01, 9.63624031e-01, 9.62431032e-01,
       9.50540682e-01, 9.41004691e-01, 9.36144837e-01, 9.35436449e-01,
       9.18041576e-01, 9.14841461e-01, 9.05458381e-01, 9.04271366e-01,
       8.94248746e-01, 8.88814769e-01, 8.65831685e-01, 8.42858106e-01,
       8.39290122e-01, 8.30716315e-01, 8.16234951e-01, 7.97589063e-01,
       7.96015494e-01, 7.90733139e-01, 7.76547301e-01, 7.46184643e-01,
       7.44955255e-01, 7.30691527e-01, 7.22565204e-01, 7.10445904e-01,
       7.10305359e-01, 6.96692947e-01, 6.78197804e-01, 6.72675977e-01,
       6.68460163e-01, 6.57459609e-01, 6.55784488e-01, 5.85293783e-01,
       5.82586935e-01, 5.08411455e-01, 5.01045537e-01, 4.98022369e-01,
       4.96600392e-01, 4.81721245e-01, 4.74606343e-01, 3.87180270e-01,
       3.79487244e-01, 1.71102435e-01, 1.68486421e-01, 1.23693906e-01,
       1.23011793e-01, 1.54997825e-02, 1.54189700e-02, 1.20452997e-02,
       1.20060398e-02, 7.59211629e-06]))",0.9734924281726327,"[[0.93256997 0.06743003]
 [0.06796117 0.93203883]]"
"RandomForestClassifier(max_depth=1, random_state=3003)",0.9313835770528684,0.581081081081081,0.9555555555555556,0.4174757281553398,"(array([0.        , 0.        , 0.        , 0.00254453, 0.00254453,
       0.00254453, 0.00254453, 0.00254453, 0.00508906, 0.00508906,
       0.00636132, 0.00636132, 0.00890585, 0.01017812, 0.0178117 ,
       0.0178117 , 0.02035623, 0.02035623, 0.0216285 , 0.0216285 ,
       0.02417303, 0.02417303, 0.02544529, 0.02544529, 0.02671756,
       0.02671756, 0.03053435, 0.03053435, 0.03307888, 0.03562341,
       0.04198473, 0.04198473, 0.043257  , 0.043257  , 0.04707379,
       0.04707379, 0.05089059, 0.05089059, 0.05343511, 0.05343511,
       0.05597964, 0.05725191, 0.05725191, 0.0610687 , 0.0610687 ,
       0.06234097, 0.06234097, 0.06361323, 0.06615776, 0.06615776,
       0.07124682, 0.07124682, 0.07888041, 0.0826972 , 0.08524173,
       0.08778626, 0.08905852, 0.08905852, 0.09160305, 0.09669211,
       0.10305344, 0.10814249, 0.10814249, 0.13358779, 0.13358779,
       0.17557252, 0.17557252, 0.17938931, 0.18193384, 0.19592875,
       0.20101781, 0.20356234, 0.20356234, 0.21882952, 0.22137405,
       0.2302799 , 0.23282443, 0.24300254, 0.24681934, 0.2519084 ,
       0.25445293, 0.25954198, 0.26208651, 0.3307888 , 0.3346056 ,
       0.33969466, 0.34096692, 0.34478372, 0.34732824, 0.34860051,
       0.35114504, 0.3524173 , 0.4351145 , 0.44274809, 0.44529262,
       0.44656489, 0.45419847, 0.46564885, 0.46692112, 0.46946565,
       0.48982188, 1.        ]), array([0.        , 0.10679612, 0.12621359, 0.13592233, 0.31067961,
       0.37864078, 0.42718447, 0.45631068, 0.45631068, 0.51456311,
       0.51456311, 0.62135922, 0.62135922, 0.65048544, 0.66019417,
       0.67961165, 0.67961165, 0.69902913, 0.69902913, 0.70873786,
       0.70873786, 0.7184466 , 0.7184466 , 0.72815534, 0.72815534,
       0.73786408, 0.73786408, 0.74757282, 0.74757282, 0.74757282,
       0.74757282, 0.77669903, 0.77669903, 0.7961165 , 0.7961165 ,
       0.81553398, 0.81553398, 0.82524272, 0.82524272, 0.83495146,
       0.83495146, 0.83495146, 0.84466019, 0.84466019, 0.85436893,
       0.85436893, 0.86407767, 0.86407767, 0.87378641, 0.90291262,
       0.90291262, 0.9223301 , 0.9223301 , 0.9223301 , 0.9223301 ,
       0.9223301 , 0.9223301 , 0.93203883, 0.93203883, 0.93203883,
       0.93203883, 0.93203883, 0.94174757, 0.94174757, 0.95145631,
       0.95145631, 0.96116505, 0.96116505, 0.96116505, 0.96116505,
       0.96116505, 0.96116505, 0.97087379, 0.97087379, 0.97087379,
       0.97087379, 0.97087379, 0.97087379, 0.97087379, 0.97087379,
       0.97087379, 0.97087379, 0.97087379, 0.99029126, 0.99029126,
       0.99029126, 0.99029126, 0.99029126, 0.99029126, 0.99029126,
       0.99029126, 0.99029126, 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        ]), array([       inf, 0.63588962, 0.63005815, 0.63002314, 0.52461855,
       0.52175127, 0.48744024, 0.48336889, 0.47170987, 0.45495317,
       0.44662812, 0.40256997, 0.39127535, 0.38448381, 0.38076592,
       0.37614343, 0.36633681, 0.36135904, 0.35887355, 0.35846832,
       0.34301197, 0.33883265, 0.33735114, 0.33511476, 0.33495451,
       0.3328239 , 0.32285348, 0.31765013, 0.31375558, 0.31326911,
       0.30620058, 0.29574786, 0.29128949, 0.2877386 , 0.27819229,
       0.27211061, 0.26601613, 0.2611771 , 0.25577223, 0.25351261,
       0.24969056, 0.24588387, 0.24563833, 0.2281737 , 0.22797497,
       0.22784315, 0.22462391, 0.2238146 , 0.22110774, 0.21665921,
       0.21205295, 0.21204872, 0.20596704, 0.20591258, 0.20256152,
       0.20219469, 0.20021471, 0.20015538, 0.19983091, 0.19656079,
       0.19611302, 0.19293132, 0.19150429, 0.14820885, 0.14192617,
       0.10441187, 0.10414254, 0.10307551, 0.10161558, 0.09470585,
       0.09338528, 0.09256615, 0.0910176 , 0.07859008, 0.07847082,
       0.07059049, 0.06942045, 0.05909481, 0.05895692, 0.05432146,
       0.05418001, 0.05292111, 0.05270315, 0.05219479, 0.0509704 ,
       0.04972842, 0.04969315, 0.04958981, 0.04957004, 0.04924939,
       0.04920728, 0.04905852, 0.0484769 , 0.0482617 , 0.04780454,
       0.04714666, 0.04621897, 0.04611311, 0.04597525, 0.04553149,
       0.04534062, 0.04239522]))",0.9696385780281134,"[[0.93129771 0.06870229]
 [0.06796117 0.93203883]]"
"RandomForestClassifier(max_depth=2, random_state=3003)",0.9313835770528684,0.7727272727272727,0.9315068493150684,0.6601941747572816,"(array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.00127226, 0.00127226, 0.00254453,
       0.00254453, 0.00381679, 0.00381679, 0.00508906, 0.00508906,
       0.00890585, 0.00890585, 0.01017812, 0.01017812, 0.01399491,
       0.01399491, 0.01526718, 0.01526718, 0.01653944, 0.01653944,
       0.01908397, 0.01908397, 0.02544529, 0.02544529, 0.02671756,
       0.02671756, 0.02798982, 0.02798982, 0.03053435, 0.03053435,
       0.03307888, 0.03307888, 0.03562341, 0.03562341, 0.04961832,
       0.04961832, 0.05216285, 0.05216285, 0.05979644, 0.05979644,
       0.06234097, 0.06234097, 0.06615776, 0.06615776, 0.07124682,
       0.07124682, 0.07760814, 0.07760814, 0.08142494, 0.08142494,
       0.15267176, 0.15267176, 0.17430025, 0.17430025, 0.19720102,
       0.19974555, 0.2302799 , 0.2302799 , 0.25826972, 0.26081425,
       0.28625954, 0.28880407, 0.29007634, 0.29262087, 0.29516539,
       0.29770992, 0.30025445, 0.31043257, 0.31552163, 0.32824427,
       0.33333333, 0.33587786, 0.33715013, 0.33969466, 0.34223919,
       0.34478372, 0.34860051, 0.35368957, 0.35750636, 0.36132316,
       0.36386768, 0.36386768, 0.36513995, 0.37277354, 0.3740458 ,
       0.37913486, 0.38167939, 0.38549618, 0.38676845, 0.38931298,
       0.39694656, 0.41603053, 0.42366412, 0.42620865, 0.43002545,
       0.45038168, 0.45165394, 0.46310433, 0.46564885, 0.46819338,
       0.47073791, 0.47455471, 0.48091603, 0.49363868, 0.49491094,
       0.50254453, 0.50508906, 0.60305344, 0.60559796, 0.64631043,
       0.65139949, 0.65394402, 1.        ]), array([0.        , 0.00970874, 0.03883495, 0.0776699 , 0.11650485,
       0.14563107, 0.23300971, 0.23300971, 0.38834951, 0.38834951,
       0.51456311, 0.51456311, 0.54368932, 0.54368932, 0.66019417,
       0.66019417, 0.67961165, 0.67961165, 0.68932039, 0.68932039,
       0.69902913, 0.69902913, 0.7184466 , 0.7184466 , 0.72815534,
       0.72815534, 0.74757282, 0.74757282, 0.75728155, 0.75728155,
       0.76699029, 0.76699029, 0.77669903, 0.77669903, 0.7961165 ,
       0.7961165 , 0.80582524, 0.80582524, 0.81553398, 0.81553398,
       0.84466019, 0.84466019, 0.86407767, 0.86407767, 0.89320388,
       0.89320388, 0.90291262, 0.90291262, 0.91262136, 0.91262136,
       0.93203883, 0.93203883, 0.94174757, 0.94174757, 0.95145631,
       0.95145631, 0.96116505, 0.96116505, 0.97087379, 0.97087379,
       0.97087379, 0.97087379, 0.98058252, 0.98058252, 0.98058252,
       0.98058252, 0.98058252, 0.98058252, 0.98058252, 0.98058252,
       0.98058252, 0.98058252, 0.99029126, 0.99029126, 0.99029126,
       0.99029126, 0.99029126, 0.99029126, 0.99029126, 0.99029126,
       0.99029126, 0.99029126, 0.99029126, 0.99029126, 0.99029126,
       0.99029126, 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        ]), array([       inf, 0.83801332, 0.83241079, 0.83156351, 0.82591908,
       0.82547645, 0.79489303, 0.7839472 , 0.72963118, 0.72909406,
       0.59668164, 0.59080209, 0.56678427, 0.56650336, 0.50319559,
       0.48469091, 0.47067019, 0.47004398, 0.46196996, 0.4559391 ,
       0.45280493, 0.45067922, 0.44473837, 0.44319107, 0.43288616,
       0.42899427, 0.40886654, 0.3952518 , 0.38462345, 0.38108082,
       0.38023536, 0.37462985, 0.37077877, 0.33222022, 0.32792285,
       0.32173919, 0.31990384, 0.31480999, 0.31255263, 0.26293162,
       0.2435645 , 0.23726385, 0.22844712, 0.20914065, 0.1997663 ,
       0.19560769, 0.19513383, 0.18618755, 0.18557126, 0.17447599,
       0.17233475, 0.16717498, 0.1663255 , 0.16455397, 0.16146672,
       0.09410013, 0.09382367, 0.0763703 , 0.07370232, 0.05721698,
       0.05671604, 0.04109655, 0.03984299, 0.03460148, 0.0344901 ,
       0.03041786, 0.03039782, 0.03010988, 0.03006198, 0.0294155 ,
       0.02866413, 0.02833035, 0.02826115, 0.02769465, 0.02751595,
       0.02734555, 0.02709573, 0.02680222, 0.02680214, 0.02676318,
       0.02675024, 0.02658629, 0.02652235, 0.02622272, 0.02577715,
       0.02569039, 0.02555936, 0.02530886, 0.02495863, 0.02494519,
       0.02468674, 0.02427547, 0.02421344, 0.02412667, 0.02395541,
       0.02340452, 0.02327191, 0.02320162, 0.02314501, 0.02275273,
       0.02252672, 0.02249721, 0.02243995, 0.02227406, 0.02221623,
       0.02199456, 0.02197259, 0.02189428, 0.02169476, 0.02156733,
       0.02140939, 0.02106852, 0.02082214, 0.02073098, 0.02069638,
       0.02057743, 0.02002949, 0.01995119]))",0.9752217199041477,"[[0.93129771 0.06870229]
 [0.06796117 0.93203883]]"
